unique_id,race,race_imputed,imputation_probability,date,city,state,zip,county,agencies,highest_force,armed,weapon,aggressive,fleeing,intended_use_of_force,GEOID
23176,Native American/Alaskan,Native American/Alaskan,,2017-10-23,Fort Yates,ND,58538,Sioux,U.S. Bureau of Indian Affairs,Gunshot,Unarmed,None,None,Not fleeing,Deadly force,38085940900
23028,Hispanic/Latino,Hispanic/Latino,,2017-10-22,Modesto,CA,95358,Stanislaus,Ceres Police Department,Gunshot,Unarmed,None,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,06099002402
23030,European-American/White,European-American/White,,2017-10-22,St. Joseph,MO,64503,Buchanan,St. Joseph Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Foot,Deadly force,29021003001
23031,Native American/Alaskan,Native American/Alaskan,,2017-10-22,Sparks,NV,89431,Washoe,Sparks Police Department,Gunshot,Armed,Firearm/Shotgun,Brandished weapon,Not fleeing,Deadly force,32031002801
23032,Native American/Alaskan,Native American/Alaskan,,2017-10-22,Crandon,WI,54520,Forest,Crandon Police Department,Gunshot,Unarmed,None,Struggled,Not fleeing,Deadly force,55041950300
23025,Hispanic/Latino,Hispanic/Latino,,2017-10-21,Cloverdale,CA,95425,Sonoma,Cloverdale Police Department,Gunshot,Armed,Blunt object/Hammer,Advanced toward officer(s),Not fleeing,Deadly force,06097154201
23027,European-American/White,European-American/White,,2017-10-21,Girard,OH,44420,Trumbull,Girard Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,39155933900
23019,African-American/Black,African-American/Black,,2017-10-20,Mansura,LA,71350,Avoyelles,Avoyelles Parish Sheriff's Office,Asphyxiated/Restrained,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,22009030502
23021,African-American/Black,African-American/Black,,2017-10-20,Moraine,OH,45439,Montgomery,Moraine Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,39113030200
23022,European-American/White,European-American/White,,2017-10-20,Muldrow,OK,74948,Sequoyah,Sequoyah County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,Used weapon,Not fleeing,Deadly force,40135030403
23023,African-American/Black,African-American/Black,,2017-10-20,Corpus Christi,TX,78407,Nueces,Corpus Christi Police Department,Gunshot,Unarmed,None,Struggled,Fleeing/Foot,Deadly force,48355000500
23024,Race unspecified,Hispanic/Latino,0.976389754,2017-10-20,Houston,TX,77091,Harris,Houston Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,48201532200
23014,European-American/White,European-American/White,,2017-10-19,Birmingham,AL,35215,Jefferson,Birmingham Police Department,Gunshot,Armed,Firearm/Shotgun,Brandished weapon,Not fleeing,Deadly force,01073005905
23015,European-American/White,European-American/White,,2017-10-19,Clearwater,FL,33764,Pinellas,Clearwater Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,12103026601
23016,Hispanic/Latino,Hispanic/Latino,,2017-10-19,Covington,KY,41011,Kenton,Covington Police Department,Gunshot,Armed,Firearm/Handgun,Uncertain,Fleeing/Foot,Deadly force,21117067000
23017,European-American/White,European-American/White,,2017-10-19,Kings Mountain,NC,28086,Cleveland,"York County Sheriff's Office, Clover Police Department",Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Foot,Deadly force,37045950500
23013,European-American/White,European-American/White,,2017-10-18,Tucson,AZ,85715,Pima,Tucson Police Department,Gunshot,Armed,Firearm/Shotgun,Used weapon,Fleeing/Foot,Deadly force,04019004031
23010,Hispanic/Latino,Hispanic/Latino,,2017-10-17,Atwater,CA,95301,Merced,Atwater Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,06047000601
23012,African-American/Black,African-American/Black,,2017-10-17,Hampton,VA,23661,Hampton City,"Newport News Police Department, Williamsburg Police Department",Gunshot,Armed,Firearm/Handgun,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,51650012000
22888,African-American/Black,African-American/Black,,2017-10-16,Baltimore,MD,21214,Baltimore City,Baltimore Police Department,Gunshot,Armed,Firearm/Shotgun,Brandished weapon,Fleeing/Foot,Deadly force,24510270502
22889,European-American/White,European-American/White,,2017-10-16,Simpsonville,SC,29681,Greenville,Greenville County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,45045003010
22890,Hispanic/Latino,Hispanic/Latino,,2017-10-16,Tucson,AZ,85743,Pima,Pima County Sheriff's Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,04019004423
22891,European-American/White,European-American/White,,2017-10-16,Kingwood,TX,77339,Harris,Montgomery County Constable's Office Precinct 4,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,48201251200
22892,African-American/Black,African-American/Black,,2017-10-16,Athens,GA,30606,Clarke,Athens-Clarke County Police Department,Gunshot,Unarmed,None,None,Not fleeing,Deadly force,13059000900
22885,European-American/White,European-American/White,,2017-10-14,San Marcos,CA,92078,San Diego,San Diego County Sheriff's Office,Tasered,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,06073020026
22886,Hispanic/Latino,Hispanic/Latino,,2017-10-14,Torrance,CA,90505,Los Angeles,Torrance Police Department,Gunshot,Unarmed,None,Sudden threatening movement,Fleeing/Vehicle,Deadly force,06037651102
22887,European-American/White,European-American/White,,2017-10-14,Monticello,KY,42633,Wayne,Wayne County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,21231920402
22883,African-American/Black,African-American/Black,,2017-10-13,Charlottesville,VA,22902,Charlottesville City,Charlottesville Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,51540000302
22884,European-American/White,European-American/White,,2017-10-13,Olivehurst,CA,95961,Yuba,Yuba County Sheriff's Office,Gunshot,Armed,Edged weapon/Screwdriver,Brandished weapon,Not fleeing,Deadly force,06115040702
22880,African-American/Black,African-American/Black,,2017-10-12,Birmingham,AL,35209,Jefferson,Homewood Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Foot,Deadly force,01073010706
22882,European-American/White,European-American/White,,2017-10-12,Flagstaff,AZ,86004,Coconino,Flagstaff Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,04005000800
22875,Hispanic/Latino,Hispanic/Latino,,2017-10-11,Marana,AZ,85743,Pima,Marana Police Department,Gunshot,Armed,Firearm/Gun,Uncertain,Not fleeing,Deadly force,04019004426
22876,Hispanic/Latino,Hispanic/Latino,,2017-10-11,Trinidad,CO,81082,Las Animas,Las Animas County Sheriff's Office,Gunshot,Unarmed,None,Struggled,Fleeing/Foot,Deadly force,08071000300
22877,European-American/White,European-American/White,,2017-10-11,Biloxi,MS,39532,Harrison,Biloxi Police Department,Gunshot,Unarmed,None,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,28047003312
22874,European-American/White,European-American/White,,2017-10-10,Rochester,WA,98579,Thurston,Thurston County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Advanced toward officer(s),Not fleeing,Deadly force,53067012720
22775,African-American/Black,African-American/Black,,2017-10-08,Miami Beach,FL,33139,Miami-Dade,Miami Beach Police Department,Gunshot,Unarmed,None,None,Fleeing/Vehicle,Deadly force,12086004303
22776,African-American/Black,African-American/Black,,2017-10-08,Louisville,KY,40213,Jefferson,Louisville Metro Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,21111011800
22778,Hispanic/Latino,Hispanic/Latino,,2017-10-08,San Fernando,CA,91340,Los Angeles,San Fernando Police Department,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,06037320201
22779,European-American/White,European-American/White,,2017-10-08,Springfield,AR,72157,Conway,Conway County Sheriff's Office,Tasered,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,05029950100
22780,Race unspecified,Hispanic/Latino,0.527805678,2017-10-08,Abingdon,VA,24211,Washington,Washington County Sheriff's Office,Gunshot,Armed,Edged weapon/Machete,Brandished weapon,Not fleeing,Deadly force,51191010401
22771,African-American/Black,African-American/Black,,2017-10-07,Little Rock,AR,72207,Pulaski,Little Rock Police Department,Gunshot,Unarmed,None,None,Fleeing/Vehicle,Deadly force,05119001600
22772,Hispanic/Latino,Hispanic/Latino,,2017-10-07,Mesa,AZ,85210,Maricopa,Mesa Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,04013422216
22773,European-American/White,European-American/White,,2017-10-07,Charleston,WV,25301,Kanawha,Kanawha County Sheriff's Office,Gunshot,Armed,Firearm/Shotgun,Used weapon,Fleeing/Vehicle,Deadly force,54039000900
22774,Race unspecified,European-American/White,0.977907973,2017-10-07,St. Louis,MO,63139,St. Louis City,St. Louis Metropolitan Police Department,Tasered,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Less-than-lethal force,29510104200
22764,European-American/White,European-American/White,,2017-10-06,Golden,CO,80403,Jefferson,Colorado State Patrol,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Vehicle,Deadly force,08059009842
22765,Hispanic/Latino,Hispanic/Latino,,2017-10-06,Miami,FL,33125,Miami-Dade,Miami-Dade Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Vehicle,Deadly force,12086003005
22766,European-American/White,European-American/White,,2017-10-06,Perryopolis,PA,15473,Fayette,Perryopolis Police Department,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,42051260200
22767,Hispanic/Latino,Hispanic/Latino,,2017-10-06,Duarte,CA,91010,Los Angeles,Pasadena Police Department,Gunshot,Armed,Firearm/Handgun,None,Fleeing/Vehicle,Deadly force,06037430003
22768,Race unspecified,Hispanic/Latino,0.935253104,2017-10-06,Orlando,FL,32812,Orange,Orlando Police Department,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,12095013803
22757,European-American/White,European-American/White,,2017-10-05,Hiram,GA,30141,Paulding,Paulding County Sheriff's Office,Gunshot,Unarmed,None,Advanced toward officer(s),Not fleeing,Deadly force,13223120503
22758,Hispanic/Latino,Hispanic/Latino,,2017-10-05,Garden City,KS,67846,Finney,"Finney County Sheriff's Office, Garden City Police Department",Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,20055960300
22759,Hispanic/Latino,Hispanic/Latino,,2017-10-05,Brownsville,TX,78520,Cameron,Brownsville Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,48061013700
22760,European-American/White,European-American/White,,2017-10-05,Leeds,AL,35094,Jefferson,Leeds Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,01073011004
22763,Asian/Pacific Islander,Asian/Pacific Islander,,2017-10-05,St. Paul,MN,55106,Ramsey,St. Paul Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,27123034500
22753,European-American/White,European-American/White,,2017-10-04,Spokane,WA,99205,Spokane,Spokane Police Department,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,53063001100
22754,African-American/Black,African-American/Black,,2017-10-04,Thomasville,GA,31792,Thomas,Thomas County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,13275960501
22755,European-American/White,European-American/White,,2017-10-04,Mesa,AZ,85201,Maricopa,Mesa Police Department,Gunshot,Armed,Firearm/Handgun,Sudden threatening movement,Not fleeing,Deadly force,04013421202
22756,Hispanic/Latino,Hispanic/Latino,,2017-10-04,Canandaigua,NY,14424,Ontario,Canandaigua Police Department,Gunshot,Armed,Firearm/Gun,Uncertain,Not fleeing,Deadly force,36069051102
22632,European-American/White,European-American/White,,2017-10-03,Jefferson City,MO,65101,Cole,Jefferson City Police Department,Gunshot,Armed,Blunt object/Pipe,Advanced toward officer(s),Not fleeing,Deadly force,29051010500
22630,African-American/Black,African-American/Black,,2017-10-02,West Monroe,LA,71292,Ouachita,Ouachita Parish Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Vehicle,Deadly force,22073010506
22613,European-American/White,European-American/White,,2017-10-01,Seward,AK,99664,Kenai Peninsula,Seward Police Department,Gunshot,Unarmed,None,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,02122001300
22619,European-American/White,European-American/White,,2017-10-01,Fort Collins,CO,80524,Larimer,Fort Collins Police Department,Gunshot,Armed,Firearm/Shotgun,Brandished weapon,Not fleeing,Deadly force,08069001304
22621,Hispanic/Latino,Hispanic/Latino,,2017-10-01,Miami,FL,33147,Miami-Dade,Hialeah Police Department,Gunshot,Unarmed,None,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,12086000904
22625,African-American/Black,African-American/Black,,2017-10-01,Burlington,IA,52601,Des Moines,Burlington Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Fleeing/Foot,Deadly force,19057000400
22633,European-American/White,European-American/White,,2017-10-01,Parkton,NC,28371,Robeson,Robeson County Sheriff's Office,Gunshot,Armed,Firearm/Rifle,Used weapon,Not fleeing,Deadly force,37155960203
22637,European-American/White,European-American/White,,2017-10-01,Washington,PA,15301,Washington,Pennsylvania State Police,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,42125751100
22751,European-American/White,European-American/White,,2017-10-01,St. Louis,MO,63123,St. Louis,St. Louis County Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,29189219802
22622,African-American/Black,African-American/Black,,2017-09-30,Palatka,FL,32177,Putnam,Palatka Police Department,Gunshot,Uncertain,Uncertain,Uncertain,Not fleeing,Deadly force,12107950700
22627,European-American/White,European-American/White,,2017-09-30,Garden City,IN,47201,Bartholomew,Indiana State Police,Gunshot,Armed,Firearm/Long gun,Used weapon,Fleeing/Foot,Deadly force,18005011500
22618,African-American/Black,African-American/Black,,2017-09-28,Oakland,CA,94601,Alameda,Oakland Police Department,Tasered,Unarmed,None,Struggled,Fleeing/Foot,Less-than-lethal force,06001407102
22628,African-American/Black,African-American/Black,,2017-09-28,Topeka,KS,66607,Shawnee,Topeka Police Department,Gunshot,Armed,Firearm/Handgun,Sudden threatening movement,Fleeing/Foot,Deadly force,20177001100
22639,Race unspecified,African-American/Black,0.973788387,2017-09-28,Temple,TX,76501,Bell,Temple Police Department,Beaten/Bludgeoned with instrument,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,48027020800
22641,European-American/White,European-American/White,,2017-09-28,Salt Lake City,UT,84102,Salt Lake,Salt Lake City Police Department,Gunshot,Armed,Blunt object/Police baton,Used weapon,Not fleeing,Deadly force,49035101900
22615,African-American/Black,African-American/Black,,2017-09-27,Berkeley,CA,94710,Alameda,"Fairfield Police Department, Richmond Police Department",Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Vehicle,Deadly force,06001422000
22620,European-American/White,European-American/White,,2017-09-27,Masaryktown,FL,34604,Hernando,"Hernando County Sheriff's Office, U.S. Marshals Service",Gunshot,Armed,Firearm/Long gun,Used weapon,Fleeing/Vehicle,Deadly force,12053040911
22623,European-American/White,European-American/White,,2017-09-27,Griffin,GA,30223,Spalding,Spalding County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,13255160102
22626,European-American/White,European-American/White,,2017-09-26,Coolin,ID,83821,Bonner,Bonner County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Advanced toward officer(s),Not fleeing,Deadly force,16017950600
22636,European-American/White,European-American/White,,2017-09-26,Eugene,OR,97404,Lane,Eugene Police Department,Gunshot,Armed,Firearm/Rifle,Brandished weapon,Not fleeing,Deadly force,41039002800
22638,European-American/White,European-American/White,,2017-09-26,Fairview,TN,37062,Williamson,Fairview Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,47187050502
22532,African-American/Black,African-American/Black,,2017-09-25,Palmetto,FL,34221,Manatee,Palmetto Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Foot,Deadly force,12081001501
22534,European-American/White,European-American/White,,2017-09-25,Las Vegas,NV,89102,Clark,Las Vegas Metropolitan Police Department,Gunshot,Armed,Stun gun,Brandished weapon,Not fleeing,Deadly force,32003000203
22530,European-American/White,European-American/White,,2017-09-24,New Castle,IN,47362,Henry,New Castle Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Bicycle,Deadly force,18065976400
22531,African-American/Black,African-American/Black,,2017-09-24,San Francisco,CA,94133,San Francisco,San Francisco Police Department,Gunshot,Armed,Firearm/Handgun,Sudden threatening movement,Not fleeing,Deadly force,06075010800
22527,European-American/White,European-American/White,,2017-09-23,Hattiesburg,MS,39401,Forrest,Hattiesburg Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,28035001100
22529,Race unspecified,Hispanic/Latino,0.983871557,2017-09-23,Inwood,NY,11096,Nassau,Nassau County Police Department,Tasered,Unarmed,None,Struggled,Not fleeing,Less-than-lethal force,36059411100
22521,European-American/White,European-American/White,,2017-09-22,Huntington Beach,CA,92647,Orange,Huntington Beach Police Department,Gunshot,Unarmed,None,Struggled,Not fleeing,Deadly force,06059099604
22522,European-American/White,European-American/White,,2017-09-22,Oceanside,CA,92056,San Diego,Oceanside Police Department,Gunshot,Armed,Firearm/Pellet gun,Reached to waist,Not fleeing,Deadly force,06073019803
22523,European-American/White,European-American/White,,2017-09-22,Commerce City,CO,80022,Adams,Adams County Sheriff's Office,Gunshot,Armed,Stun gun,Struggled,Fleeing/Foot,Deadly force,08001008802
22524,European-American/White,European-American/White,,2017-09-22,Mesa,AZ,85208,Maricopa,Mesa Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,04013422615
22525,European-American/White,European-American/White,,2017-09-22,Brooksville,FL,34601,Hernando,Hernando County Sheriff's Office,Gunshot,Unarmed,None,Uncertain,Fleeing/Vehicle,Deadly force,12053040501
22517,European-American/White,European-American/White,,2017-09-21,Littleton,CO,80127,Jefferson,Jefferson County Sheriff's Office,Gunshot,Unarmed,None,Sudden threatening movement,Fleeing/Vehicle,Deadly force,08059012057
22518,Hispanic/Latino,Hispanic/Latino,,2017-09-21,Rockwall,TX,75087,Rockwall,Rockwall Police Department,Gunshot,Unarmed,None,None,Fleeing/Vehicle,Deadly force,48397040303
22519,European-American/White,European-American/White,,2017-09-21,Lane,OK,74555,Atoka,Oklahoma Highway Patrol,Gunshot,Armed,Firearm/Gun,Brandished weapon,Fleeing/Vehicle,Deadly force,40005587900
22520,European-American/White,European-American/White,,2017-09-21,Tacoma,WA,98404,Pierce,Pierce County Sheriff's Office,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,53053940004
22514,African-American/Black,African-American/Black,,2017-09-20,Peoria,IL,61604,Peoria,Peoria Police Department,Gunshot,Armed,Firearm/Handgun,Advanced toward officer(s),Not fleeing,Deadly force,17143002701
22515,African-American/Black,African-American/Black,,2017-09-20,Huntsville,AL,35810,Madison,Huntsville Police Department,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,01089000403
22507,European-American/White,European-American/White,,2017-09-19,Chula Vista,CA,91910,San Diego,Chula Vista Police Department,Gunshot,Armed,Edged weapon/Knife,Used weapon,Not fleeing,Deadly force,06073013401
22508,European-American/White,European-American/White,,2017-09-19,Independence,VA,24348,Grayson,Grayson County Sheriff's Office,Gunshot,Armed,Firearm/Rifle,Brandished weapon,Not fleeing,Deadly force,51077060201
22509,European-American/White,European-American/White,,2017-09-19,Monroe,NC,28110,Union,Union County Sheriff's Office,Gunshot,Armed,Firearm/Shotgun,Brandished weapon,Not fleeing,Deadly force,37179020601
22511,Hispanic/Latino,Hispanic/Latino,,2017-09-19,Oklahoma City,OK,73129,Oklahoma,Oklahoma City Police Department,Gunshot,Armed,Blunt object/Pipe,Advanced toward officer(s),Not fleeing,Deadly force,40109105400
22512,European-American/White,European-American/White,,2017-09-19,La Porte,TX,77571,Harris,La Porte Police Department,Gunshot,Armed,Firearm/Rifle,Brandished weapon,Not fleeing,Deadly force,48201343302
22513,European-American/White,European-American/White,,2017-09-19,Bernice,LA,71222,Union,Union Parish Sheriff's Office,Gunshot,Uncertain,Uncertain,Uncertain,Uncertain,Deadly force,22111960300
22442,European-American/White,European-American/White,,2017-09-18,Piedmont,AL,36272,Calhoun,Calhoun County Sheriff's Office,Gunshot,Armed,Uncertain,Brandished weapon,Not fleeing,Deadly force,01015002200
22439,Hispanic/Latino,Hispanic/Latino,,2017-09-17,Los Angeles,CA,90033,Los Angeles,California Highway Patrol,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,06037203500
22440,European-American/White,European-American/White,,2017-09-17,Oak Harbor,WA,98277,Island,Island County Sheriff's Office,Gunshot,Armed,Firearm/Rifle,Used weapon,Not fleeing,Deadly force,53029970100
22441,African-American/Black,African-American/Black,,2017-09-17,West Milford,WV,26451,Harrison,Harrison County Sheriff's Office,Gunshot,Armed,Firearm/Handgun,Used weapon,Fleeing/Foot,Deadly force,54033031400
22438,European-American/White,European-American/White,,2017-09-16,Atlanta,GA,30318,Fulton,Georgia Tech Police Department,Gunshot,Armed,Other/Multitool,Advanced toward officer(s),Not fleeing,Deadly force,13121000601
22432,Hispanic/Latino,Hispanic/Latino,,2017-09-15,San Jose,CA,95132,Santa Clara,San Jose Police Department,Gunshot,Unarmed,None,Sudden threatening movement,Not fleeing,Deadly force,06085504307
22433,European-American/White,European-American/White,,2017-09-15,Hallandale Beach,FL,33009,Broward,Hollywood Police Department,Gunshot,Unarmed,None,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,12011100201
22436,Hispanic/Latino,Hispanic/Latino,,2017-09-15,Haymarket,VA,20169,Prince William,Prince William County Police Department,Gunshot,Armed,Blunt object/Crowbar,Advanced toward officer(s),Not fleeing,Deadly force,51153901509
22431,European-American/White,European-American/White,,2017-09-14,Frametown,WV,26623,Braxton,West Virginia State Police,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,54007968000
22429,Hispanic/Latino,Hispanic/Latino,,2017-09-13,Quartzsite,AZ,85346,La Paz,Arizona Department of Public Safety,Gunshot,Armed,Firearm/Gun,Used weapon,Fleeing/Vehicle,Deadly force,04012020505
22331,Hispanic/Latino,Hispanic/Latino,,2017-09-11,West Valinda,CA,91746,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,Armed,Firearm/Replica firearm,Used weapon,Not fleeing,Deadly force,06037407001
22427,Native American/Alaskan,Native American/Alaskan,,2017-09-11,Great Falls,MT,59401,Cascade,Great Falls Police Department,Gunshot,Armed,Edged weapon/Knife,Brandished weapon,Not fleeing,Deadly force,30013000200
22428,European-American/White,European-American/White,,2017-09-11,Hixson,TN,37343,Hamilton,Tennessee Highway Patrol,Gunshot,Armed,Firearm/Gun,Brandished weapon,Fleeing/Vehicle,Deadly force,47065010411
22325,Hispanic/Latino,Hispanic/Latino,,2017-09-10,Youngtown,AZ,85363,Maricopa,El Mirage Police Department,Gunshot,Armed,Firearm/Handgun,Advanced toward officer(s),Not fleeing,Deadly force,04013071600
22326,Hispanic/Latino,Hispanic/Latino,,2017-09-10,Chicago,IL,60639,Cook,Chicago Police Department,Gunshot,Unarmed,None,None,Fleeing/Vehicle,Deadly force,17031191200
22328,European-American/White,European-American/White,,2017-09-10,Huntersville,NC,28078,Mecklenburg,Huntersville Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,37119006224
22329,European-American/White,European-American/White,,2017-09-10,Plano,TX,75023,Collin,Plano Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,48085031628
22330,Hispanic/Latino,Hispanic/Latino,,2017-09-10,Tacoma,WA,98409,Pierce,Tacoma Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,53053062902
22322,African-American/Black,African-American/Black,,2017-09-09,Arcata,CA,95521,Humboldt,"Arcata Police Department, Humboldt State University Police Department",Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,06023001001
22324,European-American/White,European-American/White,,2017-09-09,Bridgeton,NJ,08302,Cumberland,New Jersey Department of Corrections,Gunshot,Unarmed,None,None,Not fleeing,No,34011020600
22320,European-American/White,European-American/White,,2017-09-08,Monett,MO,65708,Barry,Monett Police Department,Gunshot,Armed,Edged weapon/Knife,Used weapon,Not fleeing,Deadly force,29009960301
22321,European-American/White,European-American/White,,2017-09-08,Amarillo,TX,79106,Potter,Amarillo Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,48375015300
22319,African-American/Black,African-American/Black,,2017-09-07,Sacramento,CA,95820,Sacramento,Sacramento Police Department,Gunshot,Armed,Firearm/Gun,Used weapon,Not fleeing,Deadly force,06067003700
22314,European-American/White,European-American/White,,2017-09-06,Los Angeles,CA,90013,Los Angeles,California Highway Patrol,Gunshot,Unarmed,None,Sudden threatening movement,Not fleeing,Deadly force,06037207306
22316,Hispanic/Latino,Hispanic/Latino,,2017-09-06,Charlotte,NC,28213,Mecklenburg,Charlotte-Mecklenburg Police Department,Gunshot,Armed,Firearm/Handgun,Brandished weapon,Not fleeing,Deadly force,37119005307
22317,African-American/Black,African-American/Black,,2017-09-06,Bronx,NY,10466,Bronx,City of New York Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,36005048401
22225,Hispanic/Latino,Hispanic/Latino,,2017-09-05,Houston,TX,77068,Harris,"Harris County Sheriff's Office, U.S. Marshals Service",Gunshot,Unarmed,None,None,Fleeing/Vehicle,Deadly force,48201553002
22311,Hispanic/Latino,Hispanic/Latino,,2017-09-05,Miami,FL,33183,Miami-Dade,Miami-Dade Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Fleeing/Foot,Deadly force,12086016800
8408,European-American/White,European-American/White,,2017-09-04,Canton,MS,39046,Madison,Madison County Sheriff's Office,Beaten/Bludgeoned with instrument,Uncertain,Uncertain,Uncertain,Uncertain,Less-than-lethal force,28089030600
22223,European-American/White,European-American/White,,2017-09-04,Columbus,GA,31903,Muscogee,Columbus Police Department,Gunshot,Unarmed,None,Sudden threatening movement,Not fleeing,Deadly force,13215011500
22224,European-American/White,European-American/White,,2017-09-04,Toledo,OH,43613,Lucas,Toledo Police Department,Gunshot,Armed,Edged weapon/Knife,Advanced toward officer(s),Not fleeing,Deadly force,39095000701
22310,Race unspecified,European-American/White,0.967687298,2017-09-04,Hohenwald,TN,38462,Lewis,Lewis County Sheriff's Office,Gunshot,Armed,Firearm/Gun,Brandished weapon,Not fleeing,Deadly force,47101970100
22220,African-American/Black,African-American/Black,,2017-09-03,Milwaukee,WI,53209,Milwaukee,Milwaukee Police Department,Gunshot,Armed,Firearm/Handgun,Used weapon,Not fleeing,Deadly force,55079002600
22221,European-American/White,European-American/White,,2017-09-03,Longview,WA,98632,Cowlitz,Longview Police Department,Gunshot,Armed,Firearm/Pellet gun,Advanced toward officer(s),Not fleeing,Deadly force,53015000702
22222,European-American/White,European-American/White,,2017-09-03,Akron,OH,44308,Summit,Stow Police Department,Gunshot,Unarmed,None,Struggled,Not fleeing,Deadly force,39153508301
22308,African-American/Black,African-American/Black,,2017-09-03,Myrtle Beach,SC,29577,Horry,Myrtle Beach Police Department,Gunshot,Unarmed,None,None/Police alleged vehicular assault,Fleeing/Vehicle,Deadly force,45051051700
